Score,Genres,Name,Description,Image_url
7.33,"['コメディ', 'エッチ', '学園']",下ネタという概念が存在しない退屈な世界,"h the introduction of strict new morality laws, Japan has become a nation cleansed of all that is obscene and impure. By monitoring citizens using special devices worn around their necks, authorities have taken extreme measures to ensure that society remains chaste. In this world of sexual suppression, Tanukichi Okuma—son of an infamous terrorist who opposed the chastity laws—has just entered high school, offering his help to the student council in order to get close to president Anna Nishikinomiya, his childhood friend and crush. Little does he know that the vice president Ayame Kajou has a secret identity: Blue Snow, a masked criminal dedicated to spreading lewd material amongst the sheltered public—and Tanukichi has caught the girl's interest due to his father's notoriety. Soon, Tanukichi is dragged into joining her organization called SOX, where he is forced to spread obscene propaganda, helping to launch an assault against the government's oppressive rule. With their school set as the first point of attack, Tanukichi will have to do the unthinkable when he realizes that their primary target is the person he admires most.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1hWTTDzXYHePAFMEcLR0UIFFryL2mV06uFoIBYKHFToYXef1NEeVSUPOWOEjLH4l_8HoxQjcLeyOFh4L35so5qnGTpN24P6Y4uT4xKyxRFmuZaeGRigcNFfUnqf_uqN7XJezuOU3mWoOMB-6PsaJ4fZFX7FHoC0im0byMRPS4K3npy9I67O0r8EbbIG02g074vOzcL--hPL-PJ6GIIHKQkNpJ2xoEif1nONFTg8UWQqrVaGIke5G7Sqn_cdZ2CLGg==/SID0018927.png
7.96,"['アクション', 'アドベンチャー', 'ファンタジー', 'ゲーム', '魔法', '超能力']",オーバーロード,"The final hour of the popular virtual reality game Yggdrasil has come. However, Momonga, a powerful wizard and master of the dark guild Ainz Ooal Gown, decides to spend his last few moments in the game as the servers begin to shut down. To his surprise, despite the clock having struck midnight, Momonga is still fully conscious as his character and, moreover, the non-player characters appear to have developed personalities of their own! Confronted with this abnormal situation, Momonga commands his loyal servants to help him investigate and take control of this new world, with the hopes of figuring out what has caused this development and if there may be others in the same predicament.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FY0-nWMqYY0ELKZLLZpcjh4KFr8f-w_kem5d6oR2-qJ-aTOg7UvjPzSDeSZ2XwErVcEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN2uEVBWlyGiG04AzNH_mRkt9HPZ1UoicN1XX5XKSMipJQszPPKBUnkmTQ4TbEcPRBf3CrOg7nkzppWrSe0qv9Qp/20213_1_d2.jpg
7.6,"['アクション', 'アドベンチャー', 'コメディ', '悪魔', '少年', '超能力']",うしおととら,"Ushio Aotsuki is a stubborn middle school student and son of an eccentric temple priest who goes about life without care for his father's claims regarding otherworldly monsters known as youkai. However, as he is tending to the temple while his father is away on work, his chores lead him to a shocking discovery: in the basement he finds a menacing youkai impaled by the fabled Beast Spear. The beast in question is Tora, infamous for his destructive power, who tries to coerce Ushio into releasing him from his five hundred year seal. Ushio puts no trust in his words and refuses to set him free. But when a sudden youkai outbreak puts his friends and home in danger, he is left with no choice but to rely on Tora, his only insurance being the ancient spear if he gets out of hand. Ushio and Tora's meeting is only the beginning of the unlikely duo's journey into the depths of the spiritual realm. With the legendary Beast Spear in his hands, Ushio will find out just how real and threatening the world of the supernatural can be.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1sOOR0weHZZWU91NXX-_Q9f2MGKujBM_jicpxbPhMB4wkeuy85DMkAbSzeYmZvL0LUZ1sXN6JjQcrLWohro07SMEFK9rj0Y7LLyCqdJczYeXGj0Z3M2WZIW-mJveG3_f1YGFhH6RqTC_q1eFRk5JI0vr_6r-P8iXrCWNWBivuitXJzbd8NdtLk50uifLYuJoEagqHbfEMWZUZZc0z5CeFvHCGaWJfvOHd4khk-1M5B6HOr0_KErxNVK_waBruWmRA==/09127449
4.81,['音楽'],ミリオンドール,"llion Doll revolves around Suuko, an idol-loving hikikomori (shut-in) who has one ability: To make any idol popular through the power of blogging. She puts her sights on the Fukuoka idol Itorio and tries to make her sell more, but she is impeded by the charismatic idol Ryuu-san and the underground idol Mariko. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-Fee9IuOEjJWgUosZ3JER0wqbQ0Jo4eLZ_33rxEy6acFgKrBlZlCb6kYb-Vz7ZqJKtowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K07UsecLTs3VSsgddNHH04AXJ9DtUuMHPvMNaGAGhxTzHdgLM-hpnNm3i15C9DIMT5N2NBKmKfMLsROWt5vhMJb/20181_1_9_8b.png
8.03,"['日常', 'ロマンス', '学園']",ReLIFE,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old. Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGw-SBQoDEE4tjrtdmRSy9vSYExmmx75BgjHXQYU_LfeewPSlmInW6JnWixDKAkZzDwyboHFi0wlNXAwO6VWdKd5GlcjzNqDDszuzqmqTJRGgPcdndOd4usqrP_guJ19ieZnHK5955_nku1sfs4DcuaFcASlf5dnQRQXu2ThzEa3dS13cL4rjEFcxGxxjXhEmEjnCDHswRdpu3Lm8UdRFBHWRhm49MLbt41ywRQ7ykb-jviX3UF-BDUjTCg4MrHrxUw==/mainImg.jpg
5.66,"['アクション', 'ファンタジー', '超能力']",ケイオスドラゴン 赤竜戦役,"In 3015, the year of Huanli, two countries, Donatia and Kouran, are embroiled in a war of supremacy that is tearing the world around them apart. The small island Nil Kamui has suffered exceptionally from the war, with lands conquered in the name of each kingdom and stolen away from the people. To make matters worse, their deity, the Red Dragon, has gone mad, rampaging about Nil Kamui burning villages and killing people indiscriminately. Ibuki, a descendant of Nil Kamui's royal family, resides at an orphanage and refuses to take on the role of king. Abhorring conflict, Ibuki desires a peaceful resolution, however the chaotic world will not allow for such pacifism when it is being torn asunder by war. Despite his reluctance, Ibuki is drawn deep into this conflict. Can he rise to the occasion and save his country?",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsLoTltSdj7D395fb-rY0w8Tl1MA6xeaQmhbxc8f9x3BIggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf5Yyqw5MZyBmY-0GGjnaal_X75EW01SrySmxbwMKW1kczx3Ey8nTGf2Th9MloUGc5ivhN-Ni3x0GATSMECaI59dA==/91kf-iDIItL._AC_SY445_.jpg
7.79,"['ファンタジー', 'ロマンス', 'ドラマ', '少女']",赤髪の白雪姫,"lthough her name means ""snow white,"" Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun, Prince Raji, who then tries to force her to become his concubine. Unwilling to give up her freedom, Shirayuki cuts her long red hair and escapes into the forest, where she is rescued from Raji by Zen Wistalia, the second prince of a neighboring country, and his two aides. Hoping to repay her debt to the trio someday, Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country, Clarines. Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines, as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed, Shirayuki and Zen slowly learn to support each other as they walk their own paths.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1CROubRnqp0a8lc9vDDS-lAY7AB0-ZjPxi7Xye_xu0wm9U4TgWke3wHS2oRWPNFss4816Z-wM9proOzo-wFDuP6MVqb1zSedYOZdwfv9aG9LAHD5JCjpiUOTODuec_HAUqziG--IQu9-QD00MHIee-5yBl7y-V295AXd9OmbSTfCHT4POPSzuaXzIUQYTX30k3Y37WT4vE3O9raez16HJ3RVIbL0yCS_aHg37udDI1QBZIENSldnI5BLQRLv0XzaQl7j0HNXExW0uIP5TXNhTk=/91arRxcK8L._RI_.jpg
6.54,"['コメディ', '日常']",だんちがい,"Haruki Nakano lives an average high school life, except for the fact that his mother is overseas and he shares an apartment with his four sisters. There's the oldest, Mutsuki, who has a bad habit of falling asleep in his bed, the junior high school student Yayoi, who hits him whenever something happens, and then the grade school twins, Uzuki and Satsuki, who love to play pranks on their older brother. Stuck in a house with four girls, Haruki has to deal with all sorts of trials. From going grocery shopping, watching scary movies, to kissing practice, life is never boring in Danchigai !",https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEtJufT3gHqj6LWUgaI_ZCdnhgThvIno_M-xgNh9y5NtasT1JD81I3sGj98cccGU7aCCB-F5PdVm9BBdSVKnteicVbyoKD0lxwQMCRbuqBNrKgCA4RGaid3itx7yOlGmFKauWD8Jm637V5HDHj2kVN_mJZx7TH88cHSAvFVSaciLTNa5LWgaBq__6dfn-QWb1FRvYAeJp5YwBex6YLPucypJvnDUiG0tmIYHhOXt6_Roj/top.jpg
7.18,"['アクション', 'コメディ', 'スポーツ', '少年']",青春×機関銃,"Hotaru Tachibana has a strong sense of justice and just cannot help confronting those who choose to perform malicious acts. Furthermore, Hotaru is actually a girl who likes to disguise herself as a boy. After hearing rumors that her best friend was tricked by the popular host of a local club, Hotaru seeks to punish the evildoer. Upon arriving at the club, however, she is challenged to a so-called ""survival game"" by the host Masamune Matsuoka, where the first person hit by the bullet of a toy gun will lose. After a destructive fight which results in Hotaru's loss, Masamune forces the young ""boy"" to join his survival game team named Toy Gun Gun, in order to repay the cost of the damages that ""he"" has caused inside the club. Although she is initially unhappy with this turn of events, Hotaru quickly begins to enjoy what survival games have to offer and is determined to pay off her debt, much to the dismay of Tooru Yukimura, the other member of Toy Gun Gun. As time goes on, Hotaru begins to develop a close friendship with the rest of the team and hopes to take part in realizing their dream of winning the Top Combat Game (TCG), a tournament to decide the best survival game team in Japan. Although Hotaru tries her best, there are just two little problems: she is absolutely terrible at the game, and Toy Gun Gun doesn't allow female members on their team!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FTmBHlewnaLRVvn0KVOrb8GbQ0Jo4eLZ_33rxEy6acFgOBQUNYEixauy-4jNZZ8QOYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2ELk5o8MTKYCGuApOU7XGMxp3M08kK6MrxykLJMWKAPff2opQzzrExpGrOIoXI99mPVcNhD7mAYx4dDK2bAMtG/20219_1_9_8b.png
7.71,"['コメディ', 'エッチ', 'ロマンス', '学園', '青年']",監獄学園〈プリズンスクール〉,"ocated on the outskirts of Tokyo, Hachimitsu Private Academy is a prestigious all-girls boarding school, famous for its high-quality education and disciplined students. However, this is all about to change due to the revision of the school's most iconic policy, as boys are now able to enroll as well. At the start of the first semester under this new decree, a mere five boys have been accepted, effectively splitting the student body into a ratio of two hundred girls to one boy. Kiyoshi, Gakuto, Shingo, Andre, and Jo are quickly cast away without having a chance to make any kind of a first impression. Unable to communicate with their fellow female students, the eager boys set their sights on a far more dangerous task: peeping into the girls' bath! It's only after their plan is thoroughly decimated by the infamous Underground Student Council that the motley crew find their freedom abruptly taken from them, as they are thrown into the school's prison with the sentence of an entire month as punishment. Thus begins the tale of the boys' harsh lives in Prison School, a righteous struggle that will ultimately test the bonds of friendship and perverted brotherhood.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FVDYO3_1bnVTVNKpCKwXzGqbQ0Jo4eLZ_33rxEy6acFgsqmQTIgq1tBRicKhxmegSIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K14bqu_vWyOuKdAGHO1I89IPeo97mjY4kFvILA6Ge_GkZ2iVeGyJRUq78zaFm6jrCCYyRYxLTQ-xIjOrSvKscvF/20582_1_9_8b.png
5.36,"['アクション', '音楽']",VENUS PROJECT（ヴィーナス プロジェクト）－CLIMAX－,"In the near future, Japan has developed sophisticated digital and image technology. People are enthusiastic for a new type of entertainment called ""FORMULA VENUS."" Abbreviated as ""F-V,"" it is a sorted live battle of the top idol performances based on the idols' power, techniques, and developed experience. The story is about the drama that happens among the girls in VENUS PROJECT as they aim for the top by concentrating on difficult battles, passion, and friendship. (Source: MAL News)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-Ffft0UFd29rKWR6gxvuUgiZ_4jpCi4tppnhPo_qWTm92sp_OaRtAfA45zOhQTBAwmcEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN1ynUIZXGcpvcy6kJNQkcOGeNTBp9vOgPu8lrNPZQpjC4aW2abDNSqpJkRptIWvvaZ8Hnn6shtJa2oi0Jtmw9Nn/20221_1_d2.jpg
7.08,"['ハーレム', 'コメディ', 'ロマンス', 'エッチ', 'ファンタジー', '青年']",モンスター娘のいる日常,"h his parents abroad, Kimihito Kurusu lived a quiet, unremarkable life alone until monster girls came crowding in! This alternate reality presents cutting-edge Japan, the first country to promote the integration of non-human species into society. After the incompetence of interspecies exchange coordinator Agent Smith leaves Kimihito as the homestay caretaker of a Lamia named Miia, the newly-minted ""Darling"" quickly attracts girls of various breeds, resulting in an ever-growing harem flush with eroticism and attraction. Unfortunately for him and the ladies, sexual interactions between species is forbidden by the Interspecies Exchange Act! The only loophole is through an experimental marriage provision. Kimihito's life becomes fraught with an abundance of creature-specific caveats and sensitive interspecies law as the passionate, affectionate, and lusty women hound his every move, seeking his romantic and sexual affections. With new species often appearing and events materializing out of thin air, where Kimihito and his harem go is anyone's guess!",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7bCEERfoEJq6dEKV0OuYOGV4jh4-0xNeTV4cDUHp0kugOdhjAFhoZ3o_PFuCKnmozKm3befPYN7qGwpdHwAKM-AQoZS0yY8OiztkD6wFCZDpp4QeLJJv_8FCsuGuzwPF6DwLtWor8vl9ORLFPI_f3ja0J1mAwLnLKEdZLq5FTSWu-wuVw-P2DV5MFtuhtqG2SjTv5_QX5zMwBRDvF7POMrzNcusIqsHvWqFSAWyrmrMg2TUWon14TQrPwboFlQOaA==/zaP2_G2778925W.JPG
7.35,"['コメディ', 'ドラマ', '音楽']",アイドルマスター シンデレラガールズ 2ndシーズン,Second season of The iDOLM@STER Cinderella Girls .,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG48a1HGKn6I9Oc3IR0D7FBFHInJf8ygKPWGCs0KvLbd9o1n-idVX7hz9X0P4Q_AeT47GYVpxduY0ZtryZOHI_O1dyaoAq0dwfTAUogQM_jISu6-2Nj8uS_dlZdzCeWSz6B06Xi7SpiKYwUPLAxKorO7BMoPYG-HUNRZF1x8CDzGsy-Ij8CrYkQpp5pB2_lheaIH_QYZecdTV2ByUR4HWSc58sZv5YCy3kfPXOGaVQYTdy0HIfDmcFAFr0HKbRSDyS6C_1DsHshr0Jr07nx1czG2oJxHnml429WqiMqK7B8kYFt9gNPDD1xkv7uslI4EuZw==/320.jpg
6.9,"['コメディ', '学園', '日常']",わかば＊ガール,"akaba Kohashi, a sheltered rich girl, dreams of becoming a fashionable and trendy gyaru because she admires their outgoing and carefree nature. With this goal in mind, Wakaba begins the school year hoping to make her high school debut as a gyaru. On the first day of class, she meets the pure Moeko Tokita, the serious Nao Mashiba, and the eccentric Mao Kurokawa, and the four of them quickly become friends as they learn about and imitate each other's lifestyles. Wakaba*Girl follows the adventures of these four friends while they experience events like school festivals, waterpark trips, and gym class tests. Along the way, Wakaba discovers what it is like to live as a regular student while Nao, Moeka, and Mao catch a glimpse into the life of a rich family. With never a dull moment in their lives, the four girls make sure to live each day to the fullest.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FQjQ2IVZdm29JznL7dIJsYGbQ0Jo4eLZ_33rxEy6acFgpO0l1tY8DRrDTsuDkCJIRowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K0DBGu6ohev4UbVNiSrmEQgV6J3rzd9hpBashTs1sFeEmjxekxeOv06v2zV_r764YnuWkxBpqfEPUH-Qfi6KQpi/20229_1_9_8b.png
5.72,"['アクション', 'コメディ', 'ドラマ', 'ファンタジー', 'ロボット', 'ロマンス', 'SF']",アクエリオンロゴス,"For thousands of years after its development, mankind used the written word for communication between people and generations. As millenia passed and technology became more prevalent, writing - and thus, communication as a whole - diminished, until it could only be found on cell phones and computer screens. Seeing an opportunity, the sorcerer Sogan Kenzaki starts infecting words with the Nesta Virus, which brings them to life and turns them into monsters called MJBK (Menace of Japanese with Biological Kinetic energy). To counter this attack against humanity, an organization known as DEAVA (Division of EArth Verbalism Ability) assembles a group of youths with the ability of ""Verbalism"". They have to pilot the vector machines, which are used to form the mechas dubbed ""Aquarions"". The one wild card in the situation is the self-dubbed ""savior"", a young man who is the direct relative of a famous calligrapher, named Akira Kaibuki.",https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEnv0shWR97PWRQT5zNMYKxewBd01b-0DDHDN402t-YC1M4qI2Cl0YT3uOsgS9zDAm3_lj2gxk_2pjJoIi6Do9_6EKtRDdwof0OTmt7Xm-y4YLkvjmQ0YPohZc8b6lcnkUWhOPlvbjxAe-g_GQ_t4p8zsa2BubRRuZFTAByVzVZA4FFI0H60s9xKE4wh50HOVS8tPNbmWvJQ7sHXMt70TEoawedcvEEqM023a9jZ2AglDgz8KmVW4NpeGHHSnTUmzuRJNxOOId72LiLy6ObpzqN9mev4Un-wE9o3smGRD-O5q/img_main-visual_02.png
